"Country or Area","Year","Commodity","Flow","Trade (USD)","Weight (kg)","Quantity Name","Quantity"
"China","1995","Amine-function compounds; aromatic monoamines and their derivatives; 1-naphthylamine (alpha-naphthylamine), 2-naphthylamine (beta-naphthaylamine) and their derivatives; salts thereof","Import","129451","179344","Weight in kilograms","179344"
"China","1995","Amine-function compounds; aromatic monoamines and their derivatives; salts thereof; n.e.c. in item no. 2921.4","Export","10922474","3926376","Weight in kilograms","3926376"
"China","1995","Amine-function compounds; aromatic monoamines and their derivatives; salts thereof; n.e.c. in item no. 2921.4","Import","6652284","4119342","Weight in kilograms","4119342"
"China","1995","Amine-function compounds; aromatic amines and their derivatives; o-, m-, p-phenylenediamine, diaminotoluenes and their derivatives; salts thereof","Export","10079575","2846749","Weight in kilograms","2846749"
"China","1995","Amine-function compounds; aromatic amines and their derivatives; o-, m-, p-phenylenediamine, diaminotoluenes and their derivatives; salts thereof","Import","339860","132916","Weight in kilograms","132916"
"China","1995","Amine-function compounds; aromatic polyamines and their derivatives, other than item no. 2921.51","Export","7062689","1616906","Weight in kilograms","1616906"
"China","1995","Amine-function compounds; aromatic polyamines and their derivatives, other than item no. 2921.51","Import","818083","144976","Weight in kilograms","144976"
"China","1995","Amino-alcohols, other than those containing more than one kind of oxygen function; their ethers and esters; salts thereof, monoethanolamine and its salts","Export","1085237","412765","Weight in kilograms","412765"
"China","1995","Amino-alcohols, other than those containing more than one kind of oxygen function; their ethers and esters; salts thereof, monoethanolamine and its salts","Import","4983893","6118227","Weight in kilograms","6118227"
"China","1995","Amino-alcohols, other than those containing more than one kind of oxygen function; their ethers and esters; salts thereof, diethanolamine and its salts","Export","127699","5000","Weight in kilograms","5000"
"China","1995","Amino-alcohols, other than those containing more than one kind of oxygen function; their ethers and esters; salts thereof, diethanolamine and its salts","Import","6898633","8478707","Weight in kilograms","8478707"
"China","1995","Amino-alcohols, other than those containing more than one kind of oxygen function; their ethers and esters; salts thereof, triethanolamine and its salts","Export","39969","68816","Weight in kilograms","68816"
"China","1995","Amino-alcohols, other than those containing more than one kind of oxygen function; their ethers and esters; salts thereof, triethanolamine and its salts","Import","860486","783230","Weight in kilograms","783230"
"China","1995","Amino-alcohols, other than those containing more than one kind of oxygen function, their ethers and esters; salts thereof, n.e.c. in item no. 2922.1","Export","7595740","1323141","Weight in kilograms","1323141"
"China","1995","Amino-alcohols, other than those containing more than one kind of oxygen function, their ethers and esters; salts thereof, n.e.c. in item no. 2922.1","Import","1498521","382900","Weight in kilograms","382900"
"China","1995","Amino-naphthols and other amino-phenols, other than those containing more than one kind of oxygen function; their ethers and esters; salts thereof, aminohydroxynaphthalenesulphonic acids and their salts","Export","36852435","12144870","Weight in kilograms","12144870"
"China","1995","Amino-naphthols and other amino-phenols, other than those containing more than one kind of oxygen function; their ethers and esters; salts thereof, aminohydroxynaphthalenesulphonic acids and their salts","Import","315464","131638","Weight in kilograms","131638"
"China","1995","Anisidines, dianisidines, phenetidines, & their salts","Export","7854552","2517874","Weight in kilograms","2517874"
"China","1995","Anisidines, dianisidines, phenetidines, & their salts","Import","6457","3690","Weight in kilograms","3690"
"China","1995","Amino-naphthols and other amino-phenols, other than those containing more than one kind of oxygen function, their ethers and esters; salts thereof n.e.c. in item no. 2922.2","Export","15521187","4315232","Weight in kilograms","4315232"
"China","1995","Amino-naphthols and other amino-phenols, other than those containing more than one kind of oxygen function, their ethers and esters; salts thereof n.e.c. in item no. 2922.2","Import","88472","32794","Weight in kilograms","32794"
"China","1995","Amino-aldehydes, ketones and quinones, salts thereof","Export","5570236","777706","Weight in kilograms","777706"
"China","1995","Amino-aldehydes, ketones and quinones, salts thereof","Import","535636","1075001","Weight in kilograms","1075001"
"China","1995","Amino-acids, other than those containing more than one kind of oxygen function, and their esters; lysine and its esters; salts thereof","Export","1901292","725222","Weight in kilograms","725222"
"China","1995","Amino-acids, other than those containing more than one kind of oxygen function, and their esters; lysine and its esters; salts thereof","Import","53914378","24387783","Weight in kilograms","24387783"
"China","1995","Amino-acids, other than those containing more than one kind of oxygen function, and their esters; glutamic acid and its esters; salts thereof","Export","1530912","957927","Weight in kilograms","957927"
"China","1995","Amino-acids, other than those containing more than one kind of oxygen function, and their esters; glutamic acid and its esters; salts thereof","Import","10977325","8587949","Weight in kilograms","8587949"
"China","1995","Amino-acids, other than those containing more than one kind of oxygen function, their esters; salts thereof, excluding lysine, glutamic acid, anthranalic acid and tilidine, their esters and salts thereof","Export","66075077","10506459","Weight in kilograms","10506459"
"China","1995","Amino-acids, other than those containing more than one kind of oxygen function, their esters; salts thereof, excluding lysine, glutamic acid, anthranalic acid and tilidine, their esters and salts thereof","Import","19584413","4912928","Weight in kilograms","4912928"
"China","1995","Amino-alcohol-phenols, amino-acid-phenols and other amino-compounds with oxygen function","Export","11064891","1498175","Weight in kilograms","1498175"
"China","1995","Amino-alcohol-phenols, amino-acid-phenols and other amino-compounds with oxygen function","Import","1683098","199608","Weight in kilograms","199608"
"China","1995","Quaternary ammonium salts and hydroxides; choline and its salts, whether or not chemically defined","Export","3238150","4310699","Weight in kilograms","4310699"
"China","1995","Quaternary ammonium salts and hydroxides; choline and its salts, whether or not chemically defined","Import","849554","1163156","Weight in kilograms","1163156"
"China","1995","Lecithins and other phosphoaminolipids, whether or not chemically defined","Export","354499","620796","Weight in kilograms","620796"
"China","1995","Lecithins and other phosphoaminolipids, whether or not chemically defined","Import","3578722","361273","Weight in kilograms","361273"
"China","1995","Quaternary ammonium salts and hydroxides; whether or not chemically defined n.e.c. in heading no. 2923","Export","369433","180562","Weight in kilograms","180562"
"China","1995","Quaternary ammonium salts and hydroxides; whether or not chemically defined n.e.c. in heading no. 2923","Import","634703","150907","Weight in kilograms","150907"
"China","1995","Acyclic amides, derivatives, salts thereof","Export","15335081","5817177","Weight in kilograms","5817177"
"China","1995","Acyclic amides, derivatives, salts thereof","Import","23020389","24838683","Weight in kilograms","24838683"
"China","1995","Cyclic amides (including cyclic carbamates) and their derivatives, ureines and their derivatives; salts thereof","Import","576799","","No Quantity",""
"China","1995","Cyclic amides (including cyclic carbamates) and their derivatives, ureines and their derivatives; salts thereof","Export","1750708","490656","Weight in kilograms","490656"
"China","1995","Cyclic amides (including cyclic carbamates) and their derivatives; other than the derivatives and salts of ureines, 2-acetamidobenzoic acid (N-acetylanthancillic acid),ethinamate S, and alachlor (ISO) and their derivatives and salts","Export","53895634","14888749","Weight in kilograms","14888749"
"China","1995","Cyclic amides (including cyclic carbamates) and their derivatives; other than the derivatives and salts of ureines, 2-acetamidobenzoic acid (N-acetylanthancillic acid),ethinamate S, and alachlor (ISO) and their derivatives and salts","Import","5240231","1295270","Weight in kilograms","1295270"
"China","1995","Imides and their derivatives; saccharin and its salts","Export","40441440","10207744","Weight in kilograms","10207744"
"China","1995","Imides and their derivatives; saccharin and its salts","Import","152258","72931","Weight in kilograms","72931"
"China","1995","Imides and their derivatives; other than saccharin and glutethimide (INN)","Export","1895324","680045","Weight in kilograms","680045"
"China","1995","Imides and their derivatives; other than saccharin and glutethimide (INN)","Import","352534","46075","Weight in kilograms","46075"
"China","1995","Imines & their derivs.; salts thereof","Export","1580733","320095","Weight in kilograms","320095"
"China","1995","Imines & their derivs.; salts thereof","Import","554606","118113","Weight in kilograms","118113"
"China","1995","Nitrile-function compounds; acrylonitrile","Export","2896188","2037944","Weight in kilograms","2037944"
"China","1995","Nitrile-function compounds; acrylonitrile","Import","74138062","66326355","Weight in kilograms","66326355"
"China","1995","Nitrile-function compounds; 1-cyanoguanidine (dicyandiamide)","Export","19346704","12187372","Weight in kilograms","12187372"
"China","1995","Nitrile-function compounds; 1-cyanoguanidine (dicyandiamide)","Import","377844","228487","Weight in kilograms","228487"
"China","1995","Nitrile-function compounds; n.e.c. heading no. 2926","Export","8409243","2327158","Weight in kilograms","2327158"
"China","1995","Nitrile-function compounds; n.e.c. heading no. 2926","Import","1513922","499406","Weight in kilograms","499406"
"China","1995","Diazo-, azo- or azoxy compounds","Export","14813587","4547764","Weight in kilograms","4547764"
"China","1995","Diazo-, azo- or azoxy compounds","Import","2403295","671350","Weight in kilograms","671350"
"China","1995","Organic derivatives of hydrazine or of hydroxylamine","Export","1083744","155709","Weight in kilograms","155709"
